participant_id,vendor_id,vendor,tranx_event,note_text,occurrence_string,budget_id,budget,currency_id,currency,fin_acc_id,fin_acc,tranx_debit,tranx_credit,tranx_credit_old,balance
5ab055eae67be20014ca5284,Reds,Reds,burger & fries,burger & fries,3/7,food,food,,USD,cash,cash,-$10.09,$0.00,,$326.12
5ab055eae67be20014ca5284,Target,Target,RETURNED. blender bottle,RETURNED. blender bottle,3/7,tools,tools,,USD,biz,biz,-$11.82,$11.82,$11.82,"$3,217.81"
5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,thunderbolt to hdmi adapter,thunderbolt to hdmi adapter,3/7,tools,tools,,USD,biz,biz,-$10.84,$0.00,,"$3,206.97"
5ab055eae67be20014ca5284,Lyft,Lyft,ride home from Costco with too much stuff in the rain,ride home from Costco with too much stuff in the rain,3/7,transportation,transportation,,USD,,,-$7.27,$0.00,,$72.73
5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,The Legend of Zelda: Breath of the Wild - Nintendo Switch,The Legend of Zelda: Breath of the Wild - Nintendo Switch,3/7,entertainment,entertainment,,USD,biz,biz,-$53.70,$0.00,,$333.05
5ab055eae67be20014ca5284,Best Buy,Best Buy,NBA 2k20 Nintendo switch,NBA 2k20 Nintendo switch,3/8,entertainment,entertainment,,USD,paypal,paypal,-$36.53,$0.00,,$296.52
5ab055eae67be20014ca5284,Ritual,Ritual,Blue Light: burger & fries,Blue Light: burger & fries,3/8,food,food,,USD,credit_card,credit_card,-$9.77,$0.00,,$316.35
5ab055eae67be20014ca5284,Hot Cookie,Hot Cookie,3 cookies,3 cookies,3/8,food,food,,USD,cash,cash,-$5.40,$0.00,,$310.95
5ab055eae67be20014ca5284,Fermentation Lab,Fermentation Lab,dinner w Christina,dinner w Christina,3/11,food,food,,USD,cash,cash,-$44.00,$0.00,,$266.95
5ab055eae67be20014ca5284,Ritual,Ritual,Le Petitt's Kitchen,Le Petitt's Kitchen,3/11,food,food,,USD,credit_card,credit_card,-$1.27,$0.00,,$265.68
5ab055eae67be20014ca5284,Ritual,Ritual,Le Petitt's Kitchen,Le Petitt's Kitchen,3/11,food,food,,USD,credit_card,credit_card,-$0.50,$0.00,,$265.18
5ab055eae67be20014ca5284,Ritual,Ritual,Le Petitt's Kitchen,Le Petitt's Kitchen,3/11,food,food,,USD,credit_card,credit_card,-$4.18,$0.00,,$261.00
5ab055eae67be20014ca5284,CVS,CVS,medicine,medicine,3/13,selfcare,selfcare,,USD,personal,personal,-$18.75,$0.00,,$176.19
5ab055eae67be20014ca5284,Brendas French Soul Food,Brendas French Soul Food,dinner,dinner,3/13,food,food,,USD,personal,personal,-$61.00,$0.00,,$200.00
5ab055eae67be20014ca5284,Best Buy,Best Buy,RETURNED. cords & cables,RETURNED. cords & cables,3/13,tools,tools,,USD,personal,personal,-$37.95,$37.95,$37.95,"$3,206.97"
5ab055eae67be20014ca5284,La Playa Taqueria,La Playa Taqueria,dinner,dinner,3/12,food,food,,USD,cash,cash,-$16.53,$0.00,,$183.47
5ab055eae67be20014ca5284,Costco,Costco,supplements,supplements,3/13,food,food,,USD,personal,personal,-$85.68,$0.00,,$97.79
5ab055eae67be20014ca5284,Ritual,Ritual,Soluna Cafe & Lounge,Soluna Cafe & Lounge,3/13,food,food,,USD,biz,biz,-$0.50,$0.00,,$97.29
5ab055eae67be20014ca5284,Ritual,Ritual,Le Petitt's Kitchen,Le Petitt's Kitchen,3/13,food,food,,USD,biz,biz,-$16.76,$0.00,,$80.53
5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,cable mini hdmi to hdmi,cable mini hdmi to hdmi,3/13,tools,tools,,USD,credit_card,credit_card,-$7.20,$0.00,,"$3,199.77"
5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,25 ft hdmi cable,25 ft hdmi cable,3/12,tools,tools,,USD,credit_card,credit_card,-$16.26,$0.00,,"$3,183.51"
5ab055eae67be20014ca5284,Target,Target,groceries,groceries,3/14,food,food,,USD,personal,personal,-$12.37,$0.00,,$68.16
5ab055eae67be20014ca5284,In-N-Out,In-N-Out,burger & fries,burger & fries,3/14,food,food,,USD,cash,cash,-$5.27,$0.00,,$62.89
5ab055eae67be20014ca5284,Costco,Costco,microsd card,microsd card,3/12,tools,tools,,USD,credit_card,credit_card,-$48.81,$0.00,,"$3,134.70"
5ab055eae67be20014ca5284,Western Union,Western Union,Thomas,Thomas,3/17,selfcare,selfcare,,USD,cash,cash,-$309.95,$0.00,,-$133.76
5ab055eae67be20014ca5284,Square Pie Guys,Square Pie Guys,pizza,pizza,3/17,food,food,,USD,personal,personal,-$23.71,$0.00,,$39.18
5ab055eae67be20014ca5284,Lyft,Lyft,ride to beach,ride to beach,3/12,transportation,transportation,,USD,personal,personal,-$13.78,$0.00,,$58.95
5ab055eae67be20014ca5284,Lyft,Lyft,beach to home,beach to home,3/12,transportation,transportation,,USD,personal,personal,-$14.96,$0.00,,$43.99
5ab055eae67be20014ca5284,Lyft,Lyft,ride to fedex to get atem mini,ride to fedex to get atem mini,3/13,transportation,transportation,,USD,personal,personal,-$10.80,$0.00,,$33.19
5ab055eae67be20014ca5284,Lyft,Lyft,ride to car rental,ride to car rental,3/14,transportation,transportation,,USD,personal,personal,-$8.60,$0.00,,$24.59
5ab055eae67be20014ca5284,Ritual,Ritual,drink,drink,3/18,food,food,,USD,biz,biz,-$0.57,$0.00,,$38.61
5ab055eae67be20014ca5284,Hot Cookie,Hot Cookie,lotta cookies,lotta cookies,3/19,food,food,,USD,cash,cash,-$7.00,$0.00,,$31.61
5ab055eae67be20014ca5284,Market Street Cycles,Market Street Cycles,floor pump,floor pump,3/20,tools,tools,,USD,personal,personal,-$43.35,$0.00,,"$3,091.35"
5ab055eae67be20014ca5284,T & L Laundry Cafe,T & L Laundry Cafe,"Washing, no bedding, large washers too big ","Washing, no bedding, large washers too big ",3/20,maintenance,maintenance,,USD,cash,cash,-$8.25,$0.00,,-$142.01
5ab055eae67be20014ca5284,T & L Laundry Cafe,T & L Laundry Cafe,"Washing, no bedding, large washers too big ","Washing, no bedding, large washers too big ",3/20,maintenance,maintenance,,USD,cash,cash,-$1.75,$0.00,,-$143.76
5ab055eae67be20014ca5284,firstbankcard,firstbankcard,"overpaid mamma's cc, total payment was $500","overpaid mamma's cc, total payment was $500",3/21,selfcare,selfcare,,USD,personal,personal,-$5.41,$0.00,,-$149.17
5ab055eae67be20014ca5284,Walgreens,Walgreens,"first aid kit, make up remover wipes","first aid kit, make up remover wipes",3/21,selfcare,selfcare,,USD,cash,cash,-$5.73,$0.00,,-$154.90
5ab055eae67be20014ca5284,Ritual,Ritual,Patxi's,Patxi's,3/21,food,food,,USD,credit_card,credit_card,-$8.69,$0.00,,$22.92
5ab055eae67be20014ca5284,SF Civic Center Famer's Market,SF Civic Center Famer's Market,"dates, black farmers","dates, black farmers",3/22,food,food,,USD,cash,cash,-$7.00,$0.00,,$15.92
5ab055eae67be20014ca5284,CostCo,CostCo,groceries,groceries,3/22,food,food,,USD,personal,personal,-$95.30,$0.00,,-$79.38
5ab055eae67be20014ca5284,CostCo,CostCo,tools,tools,3/22,tools,tools,,USD,personal,personal,-$16.26,$0.00,,"$3,075.09"
5ab055eae67be20014ca5284,CostCo,CostCo,selfcare tools,selfcare tools,3/22,selfcare,selfcare,,USD,personal,personal,-$36.33,$0.00,,-$191.23
5ab055eae67be20014ca5284,Piccadilly Fish & Chips,Piccadilly Fish & Chips,"fish & chips, gifted to local","fish & chips, gifted to local",3/22,selfcare,selfcare,,USD,cash,cash,-$14.00,$0.00,,-$205.23
5ab055eae67be20014ca5284,Split,Split,ok buffalo chicken sandwich & fries,ok buffalo chicken sandwich & fries,3/22,food,food,,USD,cash,cash,-$19.48,$0.00,,-$98.86
5ab055eae67be20014ca5284,Woods Polk Station,Woods Polk Station,local brewery 4 pack beer,local brewery 4 pack beer,3/22,entertainment,entertainment,,USD,personal,personal,-$12.14,$0.00,,$284.38
5ab055eae67be20014ca5284,Costco,Costco,groceries for lockdown,groceries for lockdown,3/23,food,food,,USD,personal,personal,-$99.37,$0.00,,-$198.23
5ab055eae67be20014ca5284,Costco,Costco,groceries for lockdown,groceries for lockdown,3/23,food,food,,USD,personal,personal,-$36.99,$0.00,,-$235.22
5ab055eae67be20014ca5284,Barbary Coast,Barbary Coast,medicine,medicine,3/23,entertainment,entertainment,,USD,cash,cash,-$100.00,$0.00,,$184.38
5ab055eae67be20014ca5284,Golden Farmers,Golden Farmers,"groceries, salsa, potatoes","groceries, salsa, potatoes",3/23,food,food,,USD,personal,personal,-$14.57,$0.00,,-$249.79
5ab055eae67be20014ca5284,Dick's Sporting Good,Dick's Sporting Good,"weight vest, taser","weight vest, taser",3/24,tools,tools,,USD,paypal,paypal,-$103.05,$0.00,,"$2,972.04"
5ab055eae67be20014ca5284,Target,Target,"chips, hot sauce","chips, hot sauce",3/24,food,food,,USD,cash,cash,-$5.67,$0.00,,-$255.46
5ab055eae67be20014ca5284,T & L Laundry Cafe,T & L Laundry Cafe,Washing,Washing,3/27,maintenance,maintenance,,USD,cash,cash,-$8.75,$0.00,,-$152.51
5ab055eae67be20014ca5284,T & L Laundry Cafe,T & L Laundry Cafe,Dryer ,Dryer ,3/27,maintenance,maintenance,,USD,cash,cash,-$2.25,$0.00,,-$154.76
5ab055eae67be20014ca5284,Hot Cookie,Hot Cookie,cookies,cookies,3/27,food,food,,USD,cash,cash,-$2.00,$0.00,,-$257.46
5ab055eae67be20014ca5284,Visible,Visible,phone bill,phone bill,3/29,phone,phone,,USD,biz,biz,-$40.00,$0.00,,$0.00
5ab055eae67be20014ca5284,Ritual,Ritual,Fresco Pizza,Fresco Pizza,3/22,food,food,,USD,credit_card,credit_card,-$1.26,$0.00,,-$258.72
5ab055eae67be20014ca5284,Ritual,Ritual,Quetzal,Quetzal,3/23,food,food,,USD,credit_card,credit_card,-$1.82,$0.00,,-$260.54
5ab055eae67be20014ca5284,Ritual,Ritual,Quetzal,Quetzal,3/24,food,food,,USD,credit_card,credit_card,-$0.50,$0.00,,-$261.04
5ab055eae67be20014ca5284,Ritual,Ritual,Organic Coop,Organic Coop,3/25,food,food,,USD,credit_card,credit_card,-$2.32,$0.00,,-$263.36
5ab055eae67be20014ca5284,Ritual,Ritual,Organic Coop,Organic Coop,3/26,food,food,,USD,credit_card,credit_card,-$2.35,$0.00,,-$265.71
5ab055eae67be20014ca5284,U-Haul,U-Haul,Moving boxes,Moving boxes,3/31,tools,tools,,USD,personal ,personal ,-$5.40,$0.00,,"$2,966.64"
5ab055eae67be20014ca5284,Ritual ,Ritual ,Melt,Melt,3/30,food,food,,USD,credit_card,credit_card,-$1.03,$0.00,,-$266.74
5ab055eae67be20014ca5284,CostCo,CostCo,cooler,cooler,3/31,tools,tools,,USD,personal,personal,-43.39,$0.00,,2923.24585
5ab055eae67be20014ca5284,Target,Target,duct tape,duct tape,3/31,tools,tools,,USD,personal,personal,-$4.28,$0.00,,"$2,918.97"
5ab055eae67be20014ca5284,CostCo,CostCo,food returns,food returns,3/31,food,food,,USD,personal,personal,$0.00,$58.41,$58.41,-$208.33
5ab055eae67be20014ca5284,CostCo,CostCo,return Bullet Whiskey and Chocolate Caramel candy,return Bullet Whiskey and Chocolate Caramel candy,4/2,food,food,,USD,cash,cash,$0.00,$46.47,$46.47,-$161.86
5ab055eae67be20014ca5284,Frys ,Frys ,Chips ,Chips ,4/10,food,food,,USD,cash ,cash ,-$1.62,$0.00,,
5ab055eae67be20014ca5284,Best Buy,Best Buy,RETURNED. 50 mm lens,RETURNED. 50 mm lens,3/26,tools,tools,,USD,paypal,paypal,-$216.99,$186.99,$186.99,"$2,888.97"
5ab055eae67be20014ca5284,Adorama,Adorama,RETURNED. used 50 mm lens,RETURNED. used 50 mm lens,3/27,tools,tools,,USD,paypal,paypal,-$147.29,$147.29,$147.29,"$2,888.97"
