,participant_id,vendor_id,vendor,tranx_event,note_text,occurrence_string,budget_id,budget,currency_id,currency,fin_acc_id,fin_acc,tranx_debit,tranx_credit,tranx_credit_old,balance
13,5ab055eae67be20014ca5284,itch.io game sight,itch.io game sight,Bundle for Racial Justice and Equality,Bundle for Racial Justice and Equality,6/10,5f3e189bd95d06627dc8e931,ent,,USD,biz,biz,-$10.00,$0.00,,$310.00
14,5ab055eae67be20014ca5284,Flavors of Lousiana,Flavors of Lousiana,dinner,dinner,6/10,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$34.00,$0.00,,$414.26
15,5ab055eae67be20014ca5284,System76,System76,RETURNED. laptop for streaming and gaming,RETURNED. laptop for streaming and gaming,6/10,5f3e189bd95d06627dc8e937,tools,,USD,biz,biz,"-$2,084.64","$2,055.00","$2,055.00","$2,674.36"
16,5ab055eae67be20014ca5284,Brownells ,Brownells ,2 clips for AR: AR-15 PMAG Gen M2 MOE Window Mag 223/5.56 30rd Blk 1pk,2 clips for AR: AR-15 PMAG Gen M2 MOE Window Mag 223/5.56 30rd Blk 1pk,6/11,5f3e189bd95d06627dc8e937,tools,,USD,personal,personal,-$38.93,$0.00,,"$2,635.43"
17,5ab055eae67be20014ca5284,Flavors of Lousiana,Flavors of Lousiana,dinner,dinner,6/12,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$50.00,$25.00,$25.00,$389.26
18,5ab055eae67be20014ca5284,Eddy,Eddy,moving reimbursement,moving reimbursement,6/12,5f3e189bd95d06627dc8e939,travel,,USD,cashapp/biz,cashapp/biz,$0.00,$100.00,$100.00,$600.00
19,5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,RETURNED. kindle unlimited,RETURNED. kindle unlimited,"$43,990.00",5f3e189bd95d06627dc8e937,tools,,USD,credit_card,credit_card,-$9.99,$9.99,$9.99,"$2,635.43"
20,5ab055eae67be20014ca5284,Adorama,Adorama,RETURNED. green screen and stand,RETURNED. green screen and stand,6/12,5f3e189bd95d06627dc8e937,tools,,USD,paypal,paypal,-$193.94,$193.94,$193.94,"$2,635.43"
21,5ab055eae67be20014ca5284,Frys,Frys,groceries,groceries,6/15,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$3.08,$1.54,$1.54,$387.72
22,5ab055eae67be20014ca5284,iOS Store,iOS Store,CreditStacker App,CreditStacker App,6/14,5f3e189bd95d06627dc8e937,tools,,USD,paypal,paypal,-$10.69,$0.00,,"$2,624.74"
23,5ab055eae67be20014ca5284,derrickgracetwo,derrickgracetwo,"Games: ""In Home Banking"" Board Game","Games: ""In Home Banking"" Board Game",6/18,5f3e189bd95d06627dc8e937,tools,,USD,biz,biz,-$164.98,$0.00,,"$2,459.76"
24,5ab055eae67be20014ca5284,CostCo,CostCo,gas,gas,6/18,5f3e189bd95d06627dc8e933,maintenance,,USD,personal,personal,-$14.70,$0.00,,$65.73
25,5ab055eae67be20014ca5284,Salad & Go,Salad & Go,drink,drink,6/19,5f3e189bd95d06627dc8e932,food,,USD,cash,cash,-$1.08,$0.00,,$386.64
26,5ab055eae67be20014ca5284,Frys,Frys,groceries,groceries,6/19,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$19.49,$0.00,,$367.15
27,5ab055eae67be20014ca5284,USPS,USPS,mailing Thomas' papers to NC,mailing Thomas' papers to NC,6/19,5f3e189bd95d06627dc8e933,maintenance,,USD,cash,cash,-$11.55,$0.00,,$54.18
28,5ab055eae67be20014ca5284,Arizona Firearms,Arizona Firearms,"Arizona lower, rope for cleaning, ammo .223 & 5.56","Arizona lower, rope for cleaning, ammo .223 & 5.56",6/19,5f3e189bd95d06627dc8e937,tools,,USD,cash,cash,-$79.42,$0.00,,"$2,380.34"
29,5ab055eae67be20014ca5284,Sprouts,Sprouts,lunch,lunch,6/20,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$18.68,$0.00,,$348.47
30,5ab055eae67be20014ca5284,Stand For Kentucky: Charles Booker,Stand For Kentucky: Charles Booker,political donation,political donation,6/20,5f3e189bd95d06627dc8e939,travel,,USD,paypal,paypal,-$100.00,$0.00,,$500.00
31,5ab055eae67be20014ca5284,First Watch,First Watch,breakfast,breakfast,6/21,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$29.36,$0.00,,$319.11
32,5ab055eae67be20014ca5284,Frys,Frys,groceries,groceries,6/21,5f3e189bd95d06627dc8e932,food,,USD,personal/cash,personal/cash,-$4.84,$0.00,,$314.27
33,5ab055eae67be20014ca5284,Albertsons,Albertsons,groceries,groceries,6/21,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$2.02,$0.00,,$312.25
34,5ab055eae67be20014ca5284,Frys,Frys,batteries for helmet and scope,batteries for helmet and scope,6/21,5f3e189bd95d06627dc8e937,tools,,USD,personal/cash,personal/cash,-$9.99,$0.00,,"$2,370.35"
35,5ab055eae67be20014ca5284,Shady Rays,Shady Rays,sunglass shipping,sunglass shipping,6/24,5f3e189bd95d06627dc8e937,tools,,USD,biz/paypal,biz/paypal,-$8.89,$0.00,,"$2,361.46"
36,5ab055eae67be20014ca5284,CostCo,CostCo,tampons,tampons,6/24,5f3e189bd95d06627dc8e936,selfcare,,USD,personal,personal,-$71.16,$71.16,$71.16,$69.33
37,5ab055eae67be20014ca5284,CostCo,CostCo,groceries,groceries,6/24,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$71.74,$35.87,$35.87,$276.38
38,5ab055eae67be20014ca5284,Stella's Stellar Hair,Stella's Stellar Hair,bookshop.org,bookshop.org,6/24,5f3e189bd95d06627dc8e933,maintenance,,USD,biz,biz,-$20.96,$0.00,,$33.22
39,5ab055eae67be20014ca5284,Visible,Visible,phone service,phone service,6/25,5f3e189bd95d06627dc8e934,phone,,USD,biz,biz,-$40.00,$0.00,,$0.00
40,5ab055eae67be20014ca5284,Christina,Christina,"groceries, meals for the month of June","groceries, meals for the month of June",6/25,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$127.54,$0.00,,$148.84
41,5ab055eae67be20014ca5284,Christina,Christina,rent,rent,6/25,5f3e189bd95d06627dc8e935,rent,,USD,personal,personal,-$681.26,$0.00,,$18.74
42,5ab055eae67be20014ca5284,Christina,Christina,utilities,utilities,6/25,5f3e189bd95d06627dc8e93a,utilities,,USD,personal,personal,-$131.07,$0.00,,-$31.07
43,5ab055eae67be20014ca5284,Einstein Bros Bagels,Einstein Bros Bagels,breakfast,breakfast,6/26,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$22.23,$0.00,,$126.61
44,5ab055eae67be20014ca5284,Jersey Mikes,Jersey Mikes,late lunch,late lunch,6/26,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$10.10,$10.10,$10.10,$126.61
45,5ab055eae67be20014ca5284,Malcolm Pitts,Malcolm Pitts,"re/undo box braids, wash, consult, plus $10 tip","re/undo box braids, wash, consult, plus $10 tip",6/26,5f3e189bd95d06627dc8e936,selfcare,,USD,cash,cash,-$70.00,$0.00,,-$0.67
46,5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,Ear Pad Replacement for Bose QuietComfort 35 Ear,Ear Pad Replacement for Bose QuietComfort 35 Ear,6/26,5f3e189bd95d06627dc8e937,tools,,USD,biz,biz,-$9.49,$0.00,,"$2,351.97"
47,5ab055eae67be20014ca5284,Dilly's Deli,Dilly's Deli,Lunch w Birthday sandwich ,Lunch w Birthday sandwich ,6/27,5f3e189bd95d06627dc8e932,food ,,USD,personal,personal,-$13.60,$13.60,$13.60,$126.61
48,5ab055eae67be20014ca5284,Google Play,Google Play,rent Mo' Better Blues,rent Mo' Better Blues,6/27,5f3e189bd95d06627dc8e931,ent,,USD,paypal,paypal,-$3.99,$0.00,,$306.01
49,5ab055eae67be20014ca5284,Ike's Love & Sandwiches,Ike's Love & Sandwiches,lunch for us,lunch for us,6/29,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$24.02,$12.01,$12.01,$114.60
50,5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,castor oil for mamma,castor oil for mamma,6/30,5f3e189bd95d06627dc8e933,maintenance,,USD,personal,personal,-$27.76,$0.00,,$5.46
51,5ab055eae67be20014ca5284,CostCo,CostCo,gas,gas,6/30,5f3e189bd95d06627dc8e939,travel,,USD,personal,personal,-$21.20,$0.00,,$478.80
52,5ab055eae67be20014ca5284,Salad & Go,Salad & Go,lunch for us,lunch for us,6/30,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$13.82,$6.91,$6.91,$107.69
53,5ab055eae67be20014ca5284,Salad & Go,Salad & Go,dinner,dinner,6/30,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$6.53,$0.00,,$101.16
54,5ab055eae67be20014ca5284,Flavors of Lousiana,Flavors of Lousiana,lunch,lunch,6/30,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$5.92,$0.00,,$95.24
55,5ab055eae67be20014ca5284,Tidal,Tidal,music subscription,music subscription,6/13,5f3e189bd95d06627dc8e931,ent,,USD,personal,personal,-$9.99,$0.00,,$300.01
56,5ab055eae67be20014ca5284,ArlanWasHere,ArlanWasHere,"teachable class ""How to Raise Capital for Your Company from Scratch""","teachable class ""How to Raise Capital for Your Company from Scratch""",6/27,5f3e189bd95d06627dc8e937,tools,,USD,biz,biz,-$60.00,$0.00,,"$2,291.97"
57,5ab055eae67be20014ca5284,Frys,Frys,groceries,groceries,6/28,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$14.22,$7.11,$7.11,$88.13
