participant_id,vendor_id,vendor,tranx_event,note_text,occurrence_string,budget_id,budget,currency_id,currency,fin_acc_id,fin_acc,tranx_debit,tranx_credit,tranx_credit_old,balance
5ab055eae67be20014ca5284,Frys,Frys,groceries,groceries,5/19,food,food,,USD,personal,personal,-$14.66,$7.33,$7.33,$386.67
5ab055eae67be20014ca5284,Frys,Frys,groceries,groceries,5/19,food,food,,USD,cash,cash,-$7.22,$2.13,$2.13,$381.58
5ab055eae67be20014ca5284,Play It Again Sports,Play It Again Sports,soccer ball size 5,soccer ball size 5,5/19,ent,ent,,USD,cash,cash,-$12.96,$0.00,,$304.80
5ab055eae67be20014ca5284,Frys,Frys,groceries,groceries,5/22,food,food,,USD,cash,cash,-$10.42,$5.21,$5.21,$376.37
5ab055eae67be20014ca5284,Salad & Go,Salad & Go,lunch,lunch,5/23,food,food,,USD,cash,cash,-$8.37,$0.00,,$368.00
5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,shea moisture for mamma,shea moisture for mamma,5/23,selfcare,selfcare,,USD,biz,biz,-$29.52,$0.00,,"-$1,029.52"
5ab055eae67be20014ca5284,Frys,Frys,groceries,groceries,5/26,food,food,,USD,personal,personal,-$5.92,$1.96,$1.96,$364.04
5ab055eae67be20014ca5284,Frys,Frys,groceries,groceries,5/26,food,food,,USD,personal,personal,-$12.18,$6.09,$6.09,$357.95
5ab055eae67be20014ca5284,Post Office,Post Office,"stamps, mailing books to Prez and VP and California Unemployment Insurance docs","stamps, mailing books to Prez and VP and California Unemployment Insurance docs",5/26,tools,tools,,USD,personal,personal,-$20.40,$0.00,,"$1,469.31"
5ab055eae67be20014ca5284,visible,visible,phone bill,phone bill,5/26,phone,phone,,USD,biz,biz,-$40.00,$0.00,,$0.00
5ab055eae67be20014ca5284,Christina,Christina,srp bill,srp bill,5/26,utilities,utilities,,USD,personal,personal,-$25.65,$0.00,,$6.85
5ab055eae67be20014ca5284,Sprouts,Sprouts,groceries,groceries,5/27,food,food,,USD,personal,personal,-$83.84,$41.92,$41.92,$316.03
5ab055eae67be20014ca5284,CostCo,CostCo,groceries,groceries,5/18,food,food,,USD,personal,personal,-$125.66,$62.83,$62.83,$253.20
5ab055eae67be20014ca5284,ArlanWasHere,ArlanWasHere,"teachable class ""How to Raise Capital for Your Company from Scratch""","teachable class ""How to Raise Capital for Your Company from Scratch""",5/28,tools,tools,,USD,biz,biz,-$60.00,$0.00,,"$1,409.31"
5ab055eae67be20014ca5284,Frys,Frys,groceries,groceries,5/29,food,food,,USD,personal,personal,-$8.77,$4.39,$4.39,$248.81
5ab055eae67be20014ca5284,Arizona Firearms,Arizona Firearms,"berreta apx compact 9, cleaner, 100 rounds","berreta apx compact 9, cleaner, 100 rounds",5/30,tools,tools,,USD,cash,cash,-$479.15,$0.00,,$930.16
5ab055eae67be20014ca5284,Salad & Go,Salad & Go,drinks,drinks,5/30,food,food,,USD,personal,personal,-$2.16,$0.00,,$246.65
5ab055eae67be20014ca5284,Teakwoods,Teakwoods,pretzels,pretzels,5/30,food,food,,USD,personal,personal,-$13.00,$0.00,,$233.65
5ab055eae67be20014ca5284,Palmetto State Armory,Palmetto State Armory,ar-15 kit,ar-15 kit,5/30,tools,tools,,USD,personal,personal,-$808.49,$0.00,,$121.67
5ab055eae67be20014ca5284,eFax,eFax,electronic fax service,electronic fax service,5/26,tools,tools,,USD,credit_card,credit_card,-$16.95,$0.00,,$104.72
5ab055eae67be20014ca5284,Google Play,Google Play,movie rental,movie rental,5/22,ent,ent,,USD,paypal,paypal,-$2.99,$0.00,,$301.81
