,participant_id,vendor_id,vendor,tranx_event,note_text,occurrence_string,budget_id,budget,currency_id,currency,fin_acc_id,fin_acc,tranx_debit,tranx_credit,tranx_credit_old,balance
22,5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,prime membership,prime membership,4/16,5f3e189bd95d06627dc8e937,tools,,USD,credit_card,credit_card,-$6.49,$0.00,,"$2,795.32"
23,5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,camera and lens covers,camera and lens covers,4/12,5f3e189bd95d06627dc8e937,tools,,USD,credit_card,credit_card,-$14.15,$0.00,,"$2,781.17"
24,5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,RFID card protectors,RFID card protectors,4/12,5f3e189bd95d06627dc8e937,tools,,USD,credit_card,credit_card,-$10.77,$0.00,,"$2,770.40"
25,5ab055eae67be20014ca5284,Patreon,Patreon,js tutor,js tutor,4/1,5f3e189bd95d06627dc8e937,tools,,USD,paypal,paypal,-$1.00,$0.00,,"$2,769.40"
26,5ab055eae67be20014ca5284,DoorDash,DoorDash,San Tan Brewery,San Tan Brewery,4/24,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$37.88,$0.00,,$216.21
27,5ab055eae67be20014ca5284,Chompies,Chompies,breakfast for Christina and I,breakfast for Christina and I,4/25,5f3e189bd95d06627dc8e932,food,,USD,cash,cash,-$15.97,$7.99,$7.99,$208.22
28,5ab055eae67be20014ca5284,Namecheap,Namecheap,"domain renewal: mygorgeousman.com,awesomewebstore.com","domain renewal: mygorgeousman.com,awesomewebstore.com",4/25,5f3e189bd95d06627dc8e937,tools,,USD,biz,biz,-$26.32,$0.00,,"$2,743.08"
29,5ab055eae67be20014ca5284,Visible,Visible,phone,phone,4/25,5f3e189bd95d06627dc8e934,phone,,USD,biz,biz,-$40.00,$0.00,,$0.00
30,5ab055eae67be20014ca5284,Namecheap,Namecheap,domain renewal: 11thrp.com,domain renewal: 11thrp.com,4/26,5f3e189bd95d06627dc8e937,tools,,USD,biz,biz,-$13.16,$0.00,,"$2,729.92"
31,5ab055eae67be20014ca5284,Frys,Frys,groceries for Christina & I,groceries for Christina & I,4/26,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$12.39,$6.20,$6.20,$202.03
32,5ab055eae67be20014ca5284,Frys ,Frys ,Chips ,Chips ,4/10,5f3e189bd95d06627dc8e932,food ,,USD,cash ,cash ,-$1.62,$0.00,,$200.41
33,5ab055eae67be20014ca5284,Frys,Frys,white vinegar,white vinegar,4/27,5f3e189bd95d06627dc8e932,food,,USD,personal,personal,-$2.03,$1.02,$1.02,$199.39
34,5ab055eae67be20014ca5284,Libro .fm,Libro .fm,"book, ""It's About Damn Time."" audiobook","book, ""It's About Damn Time."" audiobook",4/27,5f3e189bd95d06627dc8e937,tools,,USD,biz,biz,-$24.50,$0.00,,"$2,705.42"
35,5ab055eae67be20014ca5284,Bookshop .org,Bookshop .org,"book, ""It's About Damn Time."" hardcover for mamma","book, ""It's About Damn Time."" hardcover for mamma",4/27,5f3e189bd95d06627dc8e931,entertainment,,USD,biz,biz,-$27.80,$0.00,,$362.21
36,5ab055eae67be20014ca5284,ArlanWasHere,ArlanWasHere,"teachable class ""How to Raise Capital for Your Company from Scratch""","teachable class ""How to Raise Capital for Your Company from Scratch""",4/27,5f3e189bd95d06627dc8e937,tools,,USD,biz,biz,-$60.00,$0.00,,"$2,645.42"
37,5ab055eae67be20014ca5284,Chompies,Chompies,Lunch for Christina & I ,Lunch for Christina & I ,4/28,5f3e189bd95d06627dc8e932,food ,,USD,Personal ,Personal ,-$34.16,$17.08,$17.08,$182.31
38,5ab055eae67be20014ca5284,Amazon Smiles,Amazon Smiles,RETURNED. mhl hdmi connector,RETURNED. mhl hdmi connector,4/30,5f3e189bd95d06627dc8e937,tools,,USD,biz,biz,-$15.08,$15.08,$15.08,"$2,645.42"
39,5ab055eae67be20014ca5284,Vilros LLC,Vilros LLC,bluetooth keyboard for raspberry pi,bluetooth keyboard for raspberry pi,4/29,5f3e189bd95d06627dc8e937,tools,,USD,biz,biz,-$14.99,$0.00,,"$2,630.43"
40,5ab055eae67be20014ca5284,Flexispot,Flexispot,bike chair/desk,bike chair/desk,4/30,5f3e189bd95d06627dc8e937,tools,,USD,paypal,paypal,-$325.10,$0.00,,"$2,305.33"
